Sort 1,,,,,,,,Data Size,Average Comparisons,,,,Shell Sort,Quick Sort,Insertion Sort
,7348,58592,,,,,,,,,,,,,
,7373,59617,,,,,,,,,,,,,
,7384,55540,,,,,,,,,,,,,
,7387,63055,,,,,,,,,,,,,
,7388,61757,,,,,,,,,,,,,
,7389,52776,,,,,,,,,,,,,
,7391,62525,,,,,,,,,,,,,
,7401,62345,,,,,,,,,,,,,
,7411,57748,,,,,,,,,,,,,
,7427,92738,,,,,,,,,,,,,
,7437,72611,,,,,,,,,,,,,
,7437,73322,,,,,,,,,,,,,
,7448,67879,,,,,,,,,,,,,
,7448,69142,,,,,,,,,,,,,
,7451,61912,,,,,,,,,,,,,
,7459,63871,,,,,,,,,,,,,
,7470,62264,,,,,,,,,,,,,
,7471,57136,,,,,,,,,,,,,
,7501,60702,,,,,,,,,,,,,
,7535,57076,,,,,,,,,,,,,
,7537,55215,,,,,,,,,,,,,
,7573,62136,,,,,,,,,,,,,
,7587,61767,,,,,,,,,,,,,
,7592,64404,,,,,,,,,,,,,
,7594,59569,,,,,,,,,,,,,
,7614,53000,,,,,,,,,,,,,
,7620,65165,,,,,,,,,,,,,
,7631,55098,,,,,,,,,,,,,
,7632,58197,,,,,,,,,,,,,
,7641,56872,,,,,,,,,,,,,
,7648,75208,,,,,,,,,,,,,
,7650,62930,,,,,,,,,,,,,
,7703,75417,,,,,,,,,,,,,
,7704,75756,,,,,,,,,,,,,
,7712,80369,,,,,,,,,,,,,
,7752,77297,,,,,,,,,,,,,
,7771,62782,,,,,,,,,,,,,
,7775,57426,,,,,,,,,,,,,
,7803,56561,,,,,,,,,,,,,
,7809,87481,,,,,,,,,,,,,
,7813,76155,,,,,,,,,,,,,
,7836,63189,,,,,,,,,,,,,
,7840,65448,,,,,,,,,,,,,
,7843,67186,,,,,,,,,,,,,
,7845,65113,,,,,,,,,,,,,
,7851,66368,,,,,,,,,,,,,
,7854,60087,,,,,,,,,,,,,
,7865,55879,,,,,,,,,,,,,
,7868,58254,,,,,,,,,,,,,
,7870,60554,,,,,,,,,,,,,
,7870,66529,,,,,,,,,,,,,
,7882,66515,,,,,,,,,,,,,
,7888,66747,,,,,,,,,,,,,
,7896,65678,,,,,,,,,,,,,
,7920,62156,,,,,,,,,,,,,
,7962,72879,,,,,,,,,,,,,
,7966,66904,,,,,,,,,,,,,
,7970,69005,,,,,,,,,,,,,
,7991,60996,,,,,,,,,,,,,
,7995,67317,,,,,,,,,,,,,
,7999,61103,,,,,,,,,,,,,
,8003,73643,,,,,,,,,,,,,
,8006,64001,,,,,,,,,,,,,
,8006,69143,,,,,,,,,,,,,
,8012,61940,,,,,,,,,,,,,
,8018,64797,,,,,,,,,,,,,
,8052,59484,,,,,,,,,,,,,
,8058,56356,,,,,,,,,,,,,
,8067,78381,,,,,,,,,,,,,
,8072,71618,,,,,,,,,,,,,
,8083,63184,,,,,,,,,,,,,
,8125,59268,,,,,,,,,,,,,
,8134,64598,,,,,,,,,,,,,
,8142,58437,,,,,,,,,,,,,
,8145,71204,,,,,,,,,,,,,
,8164,63351,,,,,,,,,,,,,
,8200,123653,,,,,,,,,,,,,
,8208,109885,,,,,,,,,,,,,
,8214,96235,,,,,,,,,,,,,
,8225,85619,,,,,,,,,,,,,
,8235,86011,,,,,,,,,,,,,
,8247,87217,,,,,,,,,,,,,
,8252,76728,,,,,,,,,,,,,
,8256,85129,,,,,,,,,,,,,
,8258,84122,,,,,,,,,,,,,
,8281,69006,,,,,,,,,,,,,
,8292,70368,,,,,,,,,,,,,
,8295,74060,,,,,,,,,,,,,
,8311,74936,,,,,,,,,,,,,
,8334,74470,,,,,,,,,,,,,
,8353,76623,,,,,,,,,,,,,
,8362,66616,,,,,,,,,,,,,
,8371,71921,,,,,,,,,,,,,
,8371,72799,,,,,,,,,,,,,
,8377,63245,,,,,,,,,,,,,
,8383,67086,,,,,,,,,,,,,
,8404,70707,,,,,,,,,,,,,
,8425,70846,,,,,,,,,,,,,
,8427,65518,,,,,,,,,,,,,
,8427,66362,,,,,,,,,,,,,
,8427,66818,,,,,,,,,,,,,
,8438,69704,,,,,,,,,,,,,
,8450,108087,,,,,,,,,,,,,
,8457,84391,,,,,,,,,,,,,
,8460,88941,,,,,,,,,,,,,
,8466,79821,,,,,,,,,,,,,
,8484,72250,,,,,,,,,,,,,
,8490,69138,,,,,,,,,,,,,
,8506,66122,,,,,,,,,,,,,
,8507,75700,,,,,,,,,,,,,
,8511,64593,,,,,,,,,,,,,
,8526,69146,,,,,,,,,,,,,
,8526,64820,,,,,,,,,,,,,
,8530,70861,,,,,,,,,,,,,
,8562,68610,,,,,,,,,,,,,
,8576,92684,,,,,,,,,,,,,
,8578,92808,,,,,,,,,,,,,
,8583,78182,,,,,,,,,,,,,
,8592,71756,,,,,,,,,,,,,
,8599,67753,,,,,,,,,,,,,
,8601,65769,,,,,,,,,,,,,
,8602,66959,,,,,,,,,,,,,
,8606,68578,,,,,,,,,,,,,
,8609,68056,,,,,,,,,,,,,
,8617,71819,,,,,,,,,,,,,
,8618,69874,,,,,,,,,,,,,
,8621,62352,,,,,,,,,,,,,
,8622,64712,,,,,,,,,,,,,
,8640,80538,,,,,,,,,,,,,
,8642,70868,,,,,,,,,,,,,
,8658,64287,,,,,,,,,,,,,
,8665,66340,,,,,,,,,,,,,
,8666,62540,,,,,,,,,,,,,
,8672,78764,,,,,,,,,,,,,
,8690,68596,,,,,,,,,,,,,
,8702,64011,,,,,,,,,,,,,
,8711,127512,,,,,,,,,,,,,
,8715,98898,,,,,,,,,,,,,
,8747,81319,,,,,,,,,,,,,
,8747,76585,,,,,,,,,,,,,
,8755,75823,,,,,,,,,,,,,
,8764,74599,,,,,,,,,,,,,
,8767,80456,,,,,,,,,,,,,
,8768,84353,,,,,,,,,,,,,
,8772,91669,,,,,,,,,,,,,
,8807,75340,,,,,,,,,,,,,
,8811,68688,,,,,,,,,,,,,
,8812,69973,,,,,,,,,,,,,
,8817,76447,,,,,,,,,,,,,
,8850,73703,,,,,,,,,,,,,
,8855,67948,,,,,,,,,,,,,
,8883,72653,,,,,,,,,,,,,
,8910,67564,,,,,,,,,,,,,
,8914,77482,,,,,,,,,,,,,
,8961,121071,,,,,,,,,,,,,
,8963,115259,,,,,,,,,,,,,
,8988,72301,,,,,,,,,,,,,
,8989,74226,,,,,,,,,,,,,
,8989,76122,,,,,,,,,,,,,
,8998,72456,,,,,,,,,,,,,
,9008,81832,,,,,,,,,,,,,
,9017,73417,,,,,,,,,,,,,
,9021,66407,,,,,,,,,,,,,
,9039,79035,,,,,,,,,,,,,
,9039,73657,,,,,,,,,,,,,
,9062,81484,,,,,,,,,,,,,
,9083,71174,,,,,,,,,,,,,
,9086,65617,,,,,,,,,,,,,
,9103,78653,,,,,,,,,,,,,
,9106,85472,,,,,,,,,,,,,
,9107,71907,,,,,,,,,,,,,
,9116,71897,,,,,,,,,,,,,
,9120,80282,,,,,,,,,,,,,
,9125,73505,,,,,,,,,,,,,
,9145,65207,,,,,,,,,,,,,
,9146,65158,,,,,,,,,,,,,
,9146,65823,,,,,,,,,,,,,
,9165,75501,,,,,,,,,,,,,
,9172,72861,,,,,,,,,,,,,
,9179,63286,,,,,,,,,,,,,
,9187,68008,,,,,,,,,,,,,
,9197,67338,,,,,,,,,,,,,
,9210,63796,,,,,,,,,,,,,
,9212,65519,,,,,,,,,,,,,
,9225,119135,,,,,,,,,,,,,
,9232,109132,,,,,,,,,,,,,
,9233,118406,,,,,,,,,,,,,
,9244,102052,,,,,,,,,,,,,
,9257,104758,,,,,,,,,,,,,
,9260,95375,,,,,,,,,,,,,
,9261,94440,,,,,,,,,,,,,
,9266,92383,,,,,,,,,,,,,
,9273,85120,,,,,,,,,,,,,
,9284,90744,,,,,,,,,,,,,
,9288,86205,,,,,,,,,,,,,
,9298,84056,,,,,,,,,,,,,
,9344,109358,,,,,,,,,,,,,
,9393,92883,,,,,,,,,,,,,
,9400,81073,,,,,,,,,,,,,
,9449,73446,,,,,,,,,,,,,
,9459,81743,,,,,,,,,,,,,
,9467,81944,,,,,,,,,,,,,
,9496,78331,,,,,,,,,,,,,
,9507,84376,,,,,,,,,,,,,
,9518,72484,,,,,,,,,,,,,
,9518,81236,,,,,,,,,,,,,
,9521,78770,,,,,,,,,,,,,
,9522,79899,,,,,,,,,,,,,
,9529,73338,,,,,,,,,,,,,
,9533,78167,,,,,,,,,,,,,
,9545,78297,,,,,,,,,,,,,
,9548,84859,,,,,,,,,,,,,
,9550,81545,,,,,,,,,,,,,
,9566,74905,,,,,,,,,,,,,
,9572,82944,,,,,,,,,,,,,
,9588,69369,,,,,,,,,,,,,
,9599,69117,,,,,,,,,,,,,
,9627,80355,,,,,,,,,,,,,
,9633,90570,,,,,,,,,,,,,
,9634,75336,,,,,,,,,,,,,
,9635,80431,,,,,,,,,,,,,
,9640,82511,,,,,,,,,,,,,
,9651,80100,,,,,,,,,,,,,
,9657,75622,,,,,,,,,,,,,
,9662,75795,,,,,,,,,,,,,
,9679,79956,,,,,,,,,,,,,
,9684,73207,,,,,,,,,,,,,
,9686,73589,,,,,,,,,,,,,
,9688,71714,,,,,,,,,,,,,
,9710,77946,,,,,,,,,,,,,
,9713,80373,,,,,,,,,,,,,
,9715,70008,,,,,,,,,,,,,
,9716,69970,,,,,,,,,,,,,
,9721,64812,,,,,,,,,,,,,
,9734,123116,,,,,,,,,,,,,
,9744,100187,,,,,,,,,,,,,
,9761,97707,,,,,,,,,,,,,
,9785,85412,,,,,,,,,,,,,
,9806,79187,,,,,,,,,,,,,
,9807,83030,,,,,,,,,,,,,
,9825,85118,,,,,,,,,,,,,
,9842,84204,,,,,,,,,,,,,
,9870,77691,,,,,,,,,,,,,
,9873,93159,,,,,,,,,,,,,
,9874,84197,,,,,,,,,,,,,
,9881,82680,,,,,,,,,,,,,
,9889,95868,,,,,,,,,,,,,
,9890,90963,,,,,,,,,,,,,
,9900,81579,,,,,,,,,,,,,
,9907,84204,,,,,,,,,,,,,
,9935,84845,,,,,,,,,,,,,
,9944,76117,,,,,,,,,,,,,
,9961,74114,,,,,,,,,,,,,
,9964,79175,,,,,,,,,,,,,
,9964,85397,,,,,,,,,,,,,
,9971,85497,,,,,,,,,,,,,
,9972,71136,,,,,,,,,,,,,
,9972,72000,,,,,,,,,,,,,
,9973,77550,,,,,,,,,,,,,
,9991,105561,,,,,,,,,,,,,
,9995,106958,,,,,,,,,,,,,
Sort 1
Sort 1,41623,431515375
,22748,126918119
,17414,74293745
,18735,86901371
,33600,279898168
,48768,587760548
,47364,555806444
,48966,591825320
,30288,225356118
,19161,90705746
,18098,81607130
,3064,2272786
,25072,156243978
,49444,603251936
,48380,582677241
,25151,156878752
,48712,586095940
,47896,568300525
,26597,174887215
,39655,388967963
,3533,3095446
,40419,403693509
,12157,36561121
,16154,64698622
,29060,209834219
,11772,34389223
,31647,247797247
,49879,613654591
,10469,26812714
,40500,405556217
,46486,533697151
,19662,95473747
,18875,87569924
,36607,330230801
,46351,532093390
,26395,172533527
,47863,564858893
,2840,2014052
,48521,581854136
,5085,6448340
,24804,152107815
,5606,7742162
,22665,127113664
,40802,413455300
,8598,17966095
,42089,440469777
,3098,2358055
,12561,39542226
,49868,614550528
,44288,484657942
,12770,40610963
,17059,72297953
,43028,458175400
,49883,614730072
,8960,19947181
,27758,190049660
,26637,175694412
,45112,502812616
,402,40284
,38528,370099047
,18696,86500663
,4989,6136745
,47267,553004888
,23925,141997925
,2824,1999461
,40960,413496708
,15632,60110939
,2724,1807612
,38504,368153162
,37670,352504957
,39467,383059182
,9036,20336239
,41611,426339261
,47526,560859200
,42153,439524803
,32679,265583132
,4783,5530275
,34362,292549960
,14295,50757870
,24392,147345613
,49227,600510543
,11777,34100825
,22938,131039890
,45926,522136841
,38360,367161086
,13139,42801128
,915,197851
,35445,309637949
,4811,5668316
,42499,444911304
,12065,36419678
,43901,477982060
,33664,280887894
,26634,174663393
,5056,6332820
,31097,239138032
,18850,88159518
,24197,144638291
,39135,379050074
,2367,1360728
,2695,1777635
,30829,234739638
,20447,103978913
,41799,432035375
,38393,365408050
,36191,324905118
,6360,10020766
,41401,424976668
,11327,31690928
,36504,329775877
,45158,507164711
,22535,124812364
,25482,160678991
,9791,23913679
,39248,383052884
,42340,441872403
,45611,513999928
,7551,14038409
,2953,2194898
,25169,156906474
,27954,191966789
,32031,254536001
,19983,97852044
,17810,78970000
,40529,404530988
,27615,189658384
,7617,14598136
,47953,568682101
,13167,43328662
,39649,389523678
,12174,36482832
,37374,345695577
,18760,87460253
,4258,4494019
,1720,756587
,35937,319762590
,32769,265570067
,21908,118140317
,14056,49084436
,11326,31560276
,4586,5221287
,14985,55723843
,14411,51186202
,31252,242358087
,40669,406147213
,30382,228582001
,27065,181365633
,2274,1274897
,1778,770968
,10113,25367756
,31814,250342278
,42694,450024601
,28357,200512680
,7377,13509603
,23778,140184554
,8964,20070151
,3615,3234957
,38897,375117959
,4139,4315630
,6959,11931353
,18576,85604462
,8104,16223982
,46946,544694268
,47079,546570852
,19791,96782456
,36920,339501932
,48859,591180257
,14431,51872185
,35944,319978410
,11192,30886613
,30845,234695328
,46329,530118691
,5476,7291965
,8529,17846374
,27722,190480568
,5217,6732601
,12359,37614805
,21793,116963943
,47193,551253948
,35395,309064577
,26258,171486695
,1119,320916
,23311,134717299
,25897,166779369
,18440,84128147
,3821,3611465
,42524,446283737
,47813,564779307
,19742,96502534
,10371,26689432
,43633,470715848
,26504,173166965
,32076,256448082
,42541,447897465
,23087,132695700
,2044,1013277
,30480,230208613
,17571,76108354
,38250,362562522
,14804,54469713
,47169,550685438
,3697,3389912
,27853,192912444
,27966,192710084
,6625,10724744
,27890,192206723
,5719,8087374
,22722,126963993
,14828,54198533
,12718,40497140
,32116,254653554
,12666,39919880
,7405,13589652
,27901,193477459
,47062,545091063
,47054,549584856
,3872,3693280
,18631,85966580
,16034,63992254
,8955,19892511
,8434,17833090
,10249,25916890
,41543,424755991
,36367,327990824
,27876,193221983
,27174,181923040
,14360,51365115
,10963,29580347
,2383,1398892
,30408,229018691
,49227,598434962
,23077,131594031
,38273,364395352
,5057,6406300
,27274,182686872
,33042,268143369
,40965,415847385
,28371,198319052
,29367,213463125
,38940,373983850
,23041,132313838
,35975,322874119
,30349,228822961
,44413,487549263
,28569,201772247
,37774,354147214
,42289,443402944
,35865,318929280
,41313,419957068
,11906,34935192
,1207,363841
,12089,36688853
,24223,145380857
,32568,263525589
,42177,439280771
,46745,539655126
,14031,48774096
,19653,95670534
,33299,275197506
,8799,19224505
,15232,57927343
,45290,508311179
,31809,250713810
,29494,214267217
,49004,593772905
,24781,152028373
,35929,320263993
,9703,23269261
,27924,193621655
,1605,601033
,33837,280526776
,13395,43878278
,32778,265287439
,38418,365966802
,5065,6342576
,6768,11358047
,25416,157785971
,36470,329849964
,36612,331132435
,6797,11509206
,6814,11613975
,31620,247672401
,42705,453103110
,48643,585519303
,24073,143718971
,14068,49242896
,44884,500384964
,32522,262419018
,39887,395828935
,37455,347165057
,1026,263195
,18949,88994487
,45863,520685123
,22605,126514358
,9185,20883060
,24891,152198751
,20548,103876063
,23017,130540114
,5806,8418534
,1059,279291
,27411,186198516
,38206,359439927
,2446,1505012
,11963,35303458
,42762,451806352
,6609,10843163
,42332,440764952
,29397,214611487
,37456,346700704
,49418,605763400
,1313,425615
,4591,5282937
,12620,39488468
,3728,3443253
,26114,169361217
,46957,544845274
,8789,19252189
,41887,433492651
,4035,4034494
,43797,474781284
,920,209898
,40393,404454620
,17737,78022097
,24631,150397150
,49416,602977904
,24598,150235708
,5806,8277356
,17895,79959652
,24464,148234178
,4937,5994770
,31661,248159806
,11912,35432942
,5044,6256005
,12514,38610709
,10973,29819409
,4151,4239882
,48470,581504944
,43193,462488381
,35642,313175522
,33505,278538228
,19780,97390607
,26749,177357685
,23262,133741583
,36786,335221583
,1918,898874
,46473,531494198
,21791,117398143
,555,73055
,49413,604207705
,35104,308829599
,47475,558636230
,34495,294960349
,24271,145690780
,25285,158544057
,41070,416242013
,1722,729087
,26391,174241910
,23097,132324373
,14940,55010754
,47487,559979420
,30722,233852225
,31297,241377784
,24666,151408320
,6668,10993899
,22476,125553179
,36307,325241789
,20158,101003741
,13836,47551473
,41329,422075095
,47406,554647271
,46407,534350536
,47465,559950297
,18183,82262471
,15620,60688147
,47886,568534846
,24411,146575168
,39160,378798693
,16117,65211198
,23772,139848369
,29314,212971104
,23150,130702554
,37208,342651640
,534,70048
,29804,221463868
,1655,678558
,34056,287874516
,660,107011
,44467,487574099
,35624,314082148
,15593,60449787
,18879,87705958
,28022,195391956
,2926,2164624
,43909,476862433
,23112,132331930
,13874,47518214
,36128,324377530
,32744,265783170
,18581,85273019
,813,157793
,41615,429099814
,23316,135174133
,20614,104854802
,23664,138471876
,21807,117641238
,11794,34662348
,2326,1373018
,22398,124301545
,48464,578479235
,10502,27421161
,17725,77861329
,6548,10588694
,16037,63164738
,28653,203966895
,12162,36396891
,48175,574436574
,40405,404882628
,10470,26876260
,35054,303825282
,15205,57348023
,25824,165311143
,20426,103279274
,35084,303853184
,41505,425892274
,15353,58530855
,23641,138614837
,31052,237492507
,33951,285797819
,24786,151628433
,16674,68497288
,48310,577439418
,30399,227969660
,36742,334283963
,14223,49678067
,2524,1590364
,12857,41284521
,9023,20226994
,43947,477154876
,43417,467188159
,23566,137152790
,27447,185560191
,21345,112981659
,25733,163469283
,3591,3159769
,20668,104781111
,37762,354248796
,36618,331277935
,28509,201085651
,7165,12677199
,162,6519
,353,31427
,23460,135703236
,29377,213982697
,29376,214088949
,49573,606543818
,30564,230763912
,32695,264257375
,14273,50920655
,8458,17638605
,32485,262184687
,7383,13409106
,26951,179455896
,12694,39827102
,37366,346352649
,49463,602001685
,11955,35473171
,35341,309546957
,26218,170425756
,41915,436155071
,18996,89488598
,17611,77116139
,36113,321459070
,28340,198481859
,9770,23977025
,27289,183611594
,31102,238923007
,48792,589744179
,34284,290968736
,32691,263657459
,25418,160337581
,41602,430483714
,18498,84545653
,49313,602628341
,12692,39703544
,10256,25834634
,22064,120882443
,22481,124515032
,2195,1208667
,44331,483421441
,9696,23162112
,6613,10890720
,4010,4005886
,20452,103428198
,13227,43718936
,18808,87230159
,28870,206995059
,32553,263773836
,25027,154698662
,8924,19277329
,5831,8373627
,17526,76770218
,3920,3755359
,10192,25642118
,40888,410431912
,28985,209475900
,30565,233164927
,44541,488667090
,47869,567402459
,39902,393790200
,6846,11607627
,19423,93090679
,30745,235344981
,46425,533542251
,9833,23873034
,48529,583969426
,8169,16526010
,37713,350300985
,6942,11937164
,18273,82467674
,18689,86726863
,26713,176704313
,10748,28747913
,39619,389474583
,8768,19286962
,25067,155277532
,42977,456654889
,32865,267526686
,18194,82286054
,6910,11833645
,9125,20563131
,11775,33825633
,29106,210393797
,2294,1268469
,15780,62521409
,42908,455232745
,8666,18459172
,7594,14238734
,47926,570077569
,917,208129
,35529,312466958
,96,2399
,8589,18217789
,308,22478
,27631,188368871
,46469,532091751
,25546,161052386
,35270,307489216
,6152,9423558
,48665,587377312
,41389,423042806
,21659,116698082
,46498,533184596
,11222,31333339
,24311,145616122
,31942,253594570
,6061,9042138
,16866,70044566
,30317,226797136
,24051,144141005
,10063,25062569
,26138,168429703
,779,148362
,13704,46451295
,40833,410166278
,39598,388995981
,31875,251371615
,11844,34671024
,43417,467217584
,21868,117634430
,15329,58444186
,46837,539118921
,6180,9513319
,22484,124627023
,47388,555008873
,26694,177813033
,3536,3114189
,42330,445174762
,26187,169557759
,26853,178826130
,25139,155736795
,20458,103085756
,39089,377961369
,46402,532298165
,44172,481005336
,30134,226693384
,35830,317848578
,5859,8422454
,16244,65204869
,19323,93027546
,34100,288168080
,16612,68025373
,35008,303996651
,4690,5502585
,795,151669
,18188,81513313
,19142,90186691
,6850,11671526
,25393,159457734
,18043,80627143
,22058,118947630
,23618,137628224
,29594,217433642
,21376,112396788
,24036,142861163
,35964,319812134
,16271,65328449
,45063,501756449
,14047,49200119
,15773,62049345
,37918,353470067
,36959,338524670
,47488,556637317
,47738,564507016
,13118,42466721
,29818,220446991
,25521,160088019
,18060,80672685
,23150,132597432
,23869,140876752
,45657,517263061
,13756,47058236
,11449,32194759
,34135,287895870
,1658,664031
,1401,485423
,26279,171190699
,13647,46204120
,1815,805836
,13942,48456282
,38499,365463578
,26742,177495883
,43856,475815394
,15185,56495501
,17316,74206090
,17499,75589952
,46443,533662715
,19198,91181731
,32891,267330938
,18125,82497692
,37409,346597821
,26850,178748808
,46600,537271163
,43563,468859529
,23090,131075628
,46987,543889974
,37129,342500054
,2888,2069180
,42678,450038549
,7853,15040575
,40929,414771529
,23834,140442383
,3729,3414520
,49751,611258962
,39632,388483143
,17489,75414462
,16321,66254423
,3076,2320674
,12420,38105683
,10757,28698754
,29207,209988676
,48398,578158137
,29020,209595877
,3000,2195542
,38880,375213202
,22173,121328509
,29141,211378893
,538,73503
,9759,23601409
,11196,31177211
,2835,1980809
,29771,219437808
,30777,233896798
,17516,75743449
,29822,219810393
,16620,68982071
,30717,234228155
,13282,44056105
,40358,405271530
,12398,38026959
,28974,206756703
,31980,253569124
,17460,75639947
,9084,20424692
,18542,85841138
,12450,38324503
,45262,508988239
,16725,68901452
,35896,318426178
,28871,207034318
,32871,266255637
,43153,461842753
,49402,606450952
,48366,581411020
,39169,381781387
,4869,5844234
,24478,147922665
,7033,12257660
,13567,45347437
,42817,456877434
,20131,99690402
,620,94140
,10236,25877368
,46550,537764861
,29085,209322369
,21424,113585663
,47634,562517432
,28181,196729266
,35077,304885518
,23908,142621043
,9096,20464650
,20595,105450055
,29006,208053415
,2958,2149315
,35579,313026967
,29368,212666447
,44582,489159001
,17423,75632489
,33591,281436230
,43111,457175479
,2548,1630926
,33781,283250323
,36226,324599064
,7000,11988597
,39045,378979986
,20426,102838767
,5157,6552390
,23089,131959567
,1613,635985
,18153,80878691
,34136,290777468
,48947,596054734
,2652,1740334
,48177,573962617
,27497,187381901
,30304,228372788
,7262,13029082
,11969,35919552
,48281,576879351
,38635,370426351
,15999,63313650
,10531,27417354
,32675,263459418
,22264,122078692
,21226,111869364
,30070,222855027
,27865,193426852
,2306,1313710
,35292,306293924
,13348,43836044
,42429,444251090
,43243,460407141
,73,1482
,34818,298854374
,2057,1041057
,46654,541431777
,34506,294993155
,34294,292349861
,36956,339048836
,45616,516702410
,48290,576373000
,45202,506053781
,33442,275861273
,46325,529817505
,9196,20892738
,3134,2460289
,7982,15575117
,24623,149764982
,22499,125070318
,26644,175571753
,36407,327342949
,17250,73925974
,12509,38806644
,26357,171226215
,8748,18921129
,3795,3572064
,45013,497183833
,681,114434
,21348,111510730
,7438,13548727
,23219,134496950
,29572,216818962
,46166,525537298
,49638,606655939
,4603,5257036
,36292,326196294
,44802,497795959
,44599,492112720
,15215,57411694
,32470,260561659
,8139,16228658
,15847,62255762
,5665,7904288
,26328,171038202
,22290,123170201
,48059,571302736
,16392,66677539
,19289,91694727
,28640,203022163
,39623,388003128
,3502,3021295
,8573,18336302
,39903,392173265
,4253,4433823
,5397,7284582
,32781,266025696
,12262,37340915
,7095,12462611
,19332,92144917
,30539,230624127
,28255,197559832
,21727,116901451
,1458,510762
,31474,246234521
,17110,72414031
,36107,321264451
,7949,15512075
,42236,441617957
,5440,7375866
,8422,17558785
,45430,507766482
,46654,535681164
,12085,36076654
,16617,68156899
,41117,418484363
,27966,193293374
,15676,61023373
,15689,61061481
,29445,214077174
,32341,257667718
,47346,552914315
,30666,232709367
,16020,63332538
,45423,506816871
,37351,346295062
,8162,16288250
,29130,209356315
,49262,601759665
,35365,310364400
,34536,294697838
,32219,256842451
,11374,31932711
,25581,161301604
,10362,26671473
,25242,158011547
,36132,322742451
,21520,114256633
,3390,2861773
,36227,324272042
,36192,324444490
,24679,151021207
,45712,516521024
,35477,311416072
,47346,554027086
,15695,60538630
,49787,611803892
,6843,11824515
,12041,36028538
,28500,201863712
,11635,33397121
,14454,51747669
,18485,84709082
,46665,539144589
,39886,391886670
,30089,223717355
,40910,413998449
,34098,287449943
,42755,451178552
,8736,18947744
,20814,107060760
,27486,186959881
,37690,350311443
,40093,397033032
,28441,200237475
,24100,144523760
,26307,171766565
,34976,302479725
,3069,2314448
,38376,365554922
,15795,61761272
,23827,140516160
,15428,59057287
,17450,74515766
,35049,303487878
,28719,203994314
,33862,283053298
,44876,497372803
,22415,123762106
,9055,20264112
,22940,129893476
,17166,72577074
,48604,584497468
,33759,279985782
,895,195416
,6792,11253454
,32582,263435614
,27056,179918141
,47199,550771035
,819,173900
,1189,344788
,23211,133063453
,48704,587447324
,6340,10026816
,37346,346076657
,20607,105048862
,8046,16094409
,44422,489267019
,30558,229297344
,14825,54619096
,36257,326383923
,30131,224820407
,18095,80657143
,49007,595509782
,40619,407543667
,32687,263739836
,2213,1209362
,21513,115156298
,21998,119200394
,48353,579141209
,30411,228280117
,18924,88215614
,13772,46244537
,48206,576694182
,32505,262755725
,43428,468368026
,18230,82628451
,32212,257728847
,46423,533523863
,7390,13465007
,33669,279752001
,26128,168733834
,37051,340537675
,12127,36542979
,6071,9130163
,876,192752
,22595,126212509
,1668,682032
,2321,1342182
,36280,327166289
,22095,119463896
,4488,4941404
,42964,456626126
,19844,97893218
,38965,377417212
,42139,438377915
,8218,16668935
,46168,528809441
,42488,449525424
,29973,223509331
,25887,164960959
,47025,549488098
,13235,43223691
,47911,565745168
,42396,444527452
,28200,194814879
,34078,287772968
,25529,161396062
,40094,398653738
,8479,17674208
,18227,82306281
,25686,163746780
,15637,60416436
,15307,58302238
,29723,217754035
,9713,23235467
,34057,285781913
,17033,72029125
,13906,47769226
,9410,21933164
,3047,2308181
,1087,292900
,24073,143047540
,320,24221
,5737,8136726
,35712,316379559
,41034,414291280
,21933,118908585
,21924,118217640
,37706,353129158
,14533,52476925
,37833,355878296
,18315,83260235
,42464,445008733
,26201,170036112
,12948,41735508
,37553,349550475
,28959,208888058
,35791,317482349
,36323,326601455
,31947,252727369
,10832,28825379
,7200,12701795
,7277,13233892
,35795,316350882
,35801,316015728
,24919,154090639
,18355,84240153
,5545,7495482
,49904,618014541
,43633,469260046
,28811,205857501
Sort 2,9060,486628
,24061,3083393
,7697,369339
,4920,160104
,9350,507958
,46570,11240929
,5584,196604
,36999,7151873
,1310,19742
,4233,125361
,14001,1106849
,39223,7976207
,33351,5844548
,28259,4225699
,13715,1045953
,34246,6154740
,21246,2428983
,40361,8441977
,9343,520407
,20053,2166102
,45889,10935806
,10216,609394
,28450,4312299
,23799,3066155
,4658,150496
,25182,3402199
,26836,3819998
,14299,1138917
,1179,17299
,37891,7526222
,29446,4567718
,31379,5158280
,9195,499085
,46119,11043936
,43403,9806969
,37121,7187278
,30878,5070813
,48438,12171290
,48461,12132284
,20941,2383771
,24139,3098480
,2506,55533
,35072,6446380
,49029,12501154
,35799,6735555
,27789,4107536
,34692,6317958
,22018,2596291
,1224,17480
,32904,5685892
,17492,1672007
,21362,2459661
,30084,4760798
,49389,12639871
,19435,2058074
,4136,117320
,28327,4245913
,15998,1418951
,15478,1339230
,23580,2960992
,39474,8101187
,11385,759288
,48836,12417799
,13600,1026484
,31393,5165565
,42497,9365455
,6075,240312
,37632,7360779
,36629,7010539
,22857,2805448
,37924,7502933
,33604,5915690
,25024,3365526
,16079,1422669
,45382,10693513
,22630,2738748
,46480,11164188
,258,2272
,39856,8244760
,43931,10032501
,16882,1576355
,35346,6587312
,15664,1348685
,15200,1287440
,47704,11731768
,14547,1166319
,11985,818837
,34195,6126866
,28901,4402101
,17437,1668174
,13697,1042673
,11914,817193
,20,65
,49779,12791521
,41136,8784848
,7155,314348
,25577,3530752
,25726,3493770
,21092,2383679
,35082,6423688
